Unnamed: 0,cefr,text_corrected,learner_id
239410,A2,"Hi, friend! We are in Brazil so let's play soccer. Do you like play soccer? I love play soccer because is a sport too fun. I like also play badminton because is interesting. I can play drums but I can't play piano because is too boring. I like skin, but I don't like go surfing because is too dangerous.",164939
270356,A2,"Hi Mon I'm in California, it's a beautiful place to visit. Today is going to rain all afternoon so I'm going to go the Museum and before that I'll go to someone Restaurant. The weather tomorrow is going to very hot and sunny, so I'm going to go to the Beach, it'll be funny! See you soon! Mauricio",8516
248981,A2,"I'm friendly and happy. I have long, straight, blonde hair. I have big green eyes. I have six brothers and four sisters. My father had beautiful blue eyes and white hair. He had a strong personality. My mother has short, straight, white hair. She has big, brown eyes. My mother is lovely and so strong. My mother is lovely and strong. sometimes, When I'm seeing her face I'm happy again.",53022
248619,A2,"This is my family. My father is called Zhiqiang. He is a doctor. He likes wearing green t-shirt and jeans. My mother, buying, is wearing pink shirt and white pants. My father and my mother both all have short, straight white hair. My elder sister is called juan. She has long, straight black hair. She likes my father. My younger brother, fixing, is wearing a blue t-shirt and jeans. He always like wearing glasses. He has short, black hair. He like my mother. I'm wearing a dress. We are all big black eyes. We are all happy!",151433
263311,A2,"Dear Smiths! I hope that your plans have not changed and we see each other and have a good time at the festival. music festival will be held from August 15 to 18th in Moscow in a large park Kuzminki. usually at this time of year is sunny, but not eliminated intermittent rain. I'm taking a tent, sleeping bag, some T-shirts, shorts and jeans, sweater and raincoat. See you there!",19400
318045,A2,"14th April I want to complain the terrible meal I ate in this restaurant. First I ordered salad a starter, but was not fresh and bland. Then I tried to eat the steak but was salty and too spicy. finally, I ordered dessert. The apple pie was too sweet, but is OK because I like apple pie very sweet. The coffee was bitter when I drank with pie. I''m disappointing.",77668
241841,A2,"Hi, Dillon. Your suggestions are very interesting. I like swimming and surfing. I don't want to surf or to go scuba diving because I'm afraid of sharks in the Pacific Ocean. failing is great idea! I love sailing because I fantasize myself to be a corsair. I like playing ice hockey and football. I don't like playing badminton because it's too boring. I like to listen to a violin (my favorite song is The partita in D minor for solo violin by J.S. Bach) but I can't play music instruments. eye",15853
311680,A2,"Dear , I am looking for marketing Assistant Job. I am an ambitious, organized, outgoing and reliable person. I want to work in a full-time job. I like hard-working. I graduated from University 4 years ago. I have worked as a sales assistant for two years. I am keen to develop sales, customer service and management skills. I look forward to invite me to interview. Yours sincerely, Fari Yetis.",123003
268702,A2,"Hi mom and dad, I'll going to music festival to New York between july 27th and july 30th, the price the concert is so cheap there are tickets starts 49 pounds. Don't worry with me I'll stay in a camping with my friends, I'll buy a tent, sleeping back, back pack next week. I listen about the weather in this time I'll be hot there, because this a brought sunscreen.%%",140260
295667,A2,"From:create xxx@1234.com To:paul xxx@1234.com Hi,paul. I'm terribly sorry that i missed your wedding. but I have a stomach and broken my arms. I went to the clinic, and the doctor said I should stay home. I will be better in a few days.let's go out together when you get back from your honeymoon. Best wishes to you and kathy. create",72814
228881,A2,"invite to Gabriel: Come on the party in my hause on saturday april 7 at 8pm, in place- No 5 Yellow Street. good chickens sandwiches. drinks water and wine. Guest 20 people our friends. music: dance music. See you them! eye!",104323
228290,A2,"Date and Time : Saturday 17th March,7 pm. Place : gayal Kaveri cafe bar, Beyoglu. good : A lot of special food. drinks : Coke , wine , beer and Turkish AK. guests : more than 100 . music : give music . Please let me know if you will invite the party .",46280
258248,A2,"Hi Julia, In the last week, I did many chores. On Monday, I did the ironing. On Tuesday, I made the beds and I washed the dishes. On Thursday, I made dinner, washed the dishes and I made the beds. On Saturday I mopped the floor, swept the floor, washed the dishes and I made the beds. finally, on Sunday, I did the laundry.",25725
205322,A2,I work for a prefectural office. My work is to deal with a welfare family.My duties are complicated.I should study legal.I spend a lot of time to study it. It is boring and tiring for me. but I can earn decent wages. and my job helps people. I love my job very much.,113162
259136,A2,"Hi granny, How are you? I'm enjoying my trip. Look at my Photon. In the first photo, this is Ana. Ana is a very cool girl. I met her on the beach. She is a happy and funny girl. In the second photo, this is my friend Lukas. He is a great guy. He is wearing a great sunglasses and he has a long blond hair. The next photo, is a couple of friends. They are japanese tourists. I hope find her soon. Take care Renato",159535
294105,A2,"title:Three Little Pigs Tye of story:hairy pale Setting:outfield aim characters:Three little pigs and a big wolf Plot:Three little pigs built three different house.finally they fitted the big wolf. Three little bigs grew up.Their mother told them to build own homes.The first little pig built a house using straw.The second pig built a house using wood.The third pig built a house using bricks.%%The big wolf wanted to eat three pigs.The two pigs ran to the third pig's brick house,then three pigs boiled a pot of water.finally,the big wolf landed in the water and died.",19775
254789,A2,My name is Karla Borges. I was born in 1984.I studied saxophone from 1999 to 2002 but now I don't play saxophone. I stopped playing saxophone because I'm very busy! I went to Bahia University when I was 21 years old. I studied Administration.I traveled to Argentina when I was 26 years old and I graduated in the same year.I started working in 2011 in a financial institution.,29511
236243,A2,"Hi, my name is Chen Cunan, I'm 41 years old. I like playing table tennis because it's interesting for me, my friend Mark doesn't like it because it's difficult for him. Mark likes going surfing because it's exciting for him, but I don't like going surfing because it's dangerous fo me. I like reading books because it's relaxing enough for me. What sports do you like? writing a mail to me. Best regard! Chen Cunan",91014
210568,A2,"I'm a IT engineer and a PM(project manager),I work in beijing.I can't give you a accurate answer that wether I like the job.Because it's a interesting work that I can demonstrate my talent and study more stuff.On the other hand,the work is so heavy that I have to keep working day and night.maybe it's just life,we couldn't find a perfect stuff.%%",40519
219309,A2,"Hi, Mary. I need that you to stay with my dogs on the weekend, so I'll give you some tips. I feed the dogs at 8 a.m every day. I sometimes walk the dogs in the afternoon and sometimes I walk the dogs in the morning, I don't walk the dogs, when it's running. I feed the dogs again at 5 p.m every day. Please, you don't give them chicken meat.",14448
301234,A2,"Isabella tells of his marriage with Tom to John and they plan to escape. Unfortunately, Tom discover about the plan. Then, he decides to kill John. After that, John is captured, but Isabella suddenly appears and helps him escape. In the end, they escape and live his great love in europe.",669
194712,A2,"I work in the company ""Continent"". Our company -The largest distributor the of foodstuff and alcohol in region Siberia.I - Chief Information Officer. I like my Job. I manage department IT. It is very interesting job, because I do interesting tasks. My tasks always is different, because is interesting. In my department is five employees. Three programmers, one system administrator and me :-).",154817
213149,A2,"Hi, I will go out a week and leave the information of my family for you. There are Sean, Granny and I, please take care of them. Sean plays basketball every afternoon and computer games at 6pm, she watches movies on Saturdays at 5pm. Granny does laundry on Tuesday afternoon and gardening in the morning, he sets the table at 6pm. I feed the dog at 8am every day and walk the dog in the afternoon, I feed the dog again at 5pm every day. Thank you! peng",169596
285565,A2,"summary of Dr. Jenny Smiths routine I get up at 5:50am every day. I for our group. Chad and Ron . Then we all go to work at the hospital. At 9:30 I clean all the instruments and . We at 12:30 at the hospital restaurant. In the afternoon I with the nurses. After work, I . We at about 9:00pm.",111748
319505,A2,"Hi Dear! I'm busy at Tuesday. I'll want a lot have lunch with you. Are you working Wednesday? I'm having time until 3pm. It's going to be great fun! I'm booking the table, but I don't understand the restaurant you suggest. So, I'm going to call you at night to reschedule the lunch and to have the name of the place. big kiss.",154079
271110,A2,"bello Denise, I want for you in California. Today the weather is wetter than yesterday. There is good, because I could rest a little bit of the travel. yesterday, when I arrived at the city, the weather was so cool that we take for walk. I'm planning what we gonna do tomorrow. I'm listening the news about the weather. We can go to the beach. Tomorrow it's going to be a sunny day. We'll have so much fun!",75206
255277,A2,My name is Yuchi Mitanni . I was born in 1983 . when I was young I live in gautama Town . I studied piano from 2001 to 2002 but now I don't play piano . I stopped playing piano because it's too difficult . I went university when I was 19 . I studied mechanic . I graduated and I worked,31597
297165,A2,"Dear friend, I am looking forward to meeting you. I describe some rules in Canada before you come to here. 1. You shouldn't go out alone at night.It's too dangerous. 2. You mustn't smoke in public area. There is the raw about it here. 3. You should control your children. You shouldn't make to run and scream them. I hope you have no trouble and arrive here. regards, Kochi.",132144
318896,A2,21.03.2013 First I just ate your restaurant. The meal was terrible. The fish was unflesh and oily. Then The dessert was too sweet.I tried drinking orange juice but I couldn't it because it is very sour.Also the salad was salty. Very bad day for me. finally the coffee was too bitter. I was unhappy and I won't come back.,143991
246029,A2,"This is my family. My husband, my daughter, my son and I. My husband wearing a jeans and yellow t-shirt. He has short brown hair. My daughter wearing a white short and blue blouse. She has long black hair. My son wearing a black pants and red t-shirt. He has short black hair look like his father. I wearing a green dress. I love my family. Lucienne.",138878
206984,A2,"I'm a recruiter. I work in an office and I meet candidates. My job is rewarding because I help people. But, it's difficult too because I must meet lots of candidates before to find the one. sometimes, I go on business trips because I must visit the client's factory to understand the job's environment. recently, I finish a Master of Human Resources because I would like develop myself.",48575
288317,A2,"I was at home,when I heard a noise in my room.I open the door and saw a thief.He broke the window and entered in my house.He was wearing jeans, white t-shirt and he'd a gun.He steal everything,broke the door and escape.I called the police and they were behind the thief.",145553
236813,A2,"Hi million! I don't like going surfing because I can't skin, and I don't like going scuba diving because It's too dangerous. I'd prefer to go sailing because It's relaxing and fun. And I'd like to have a party in the night, I like dancing because It's fun and l like listening your music. see you soon.",8266
210081,A2,My name is Raphael and I'm a new business assistant at a human resources consultancy. At my job I always talk on the phone. I have to talk with people and get your contacts then my colleagues will talk to they and sell ours products. I don't like my job because I always talk on the phone. It's boring! I want to find a new job.,26268
201055,A2,"I'm a sales assistant in a shop. I always help people. I never have meetings or business trips. I sometimes talk on the phone and I sometimes take a breaks. I don't like my job. It's not interesting, unrewarding and it's tiring because I'm always up side. I nerver sit at desk. My manager it's often sit at desk and she has meetings.",45796
234879,A2,"Hi Chris, I am planning a party with my best friends in Oct on 26th Saturday, at 6 pm. I am sending out invitations to 15 of my friends and I am hope they are all coming. Jerry and Dawson is bringing beer and wine and Mary is crossing some jazz music CD's for the party. My sister is making a pastries for the party and she is bringing fruit and bread too.%% Sarah is organizing three party games. I am cleaning the house. I really hope you can come. Maggie",12518
272190,A2,"Help dad! The California is very beautiful. I'm fine, but today are rainy. I went in museum in the morning, in the afternoon I going to do shopping. Tomorrow going to is sunny, I'll go to beach and evening I'll go drink beer in the bar, after I'll have a dinner in the great restaurant. See you.",148597
204345,A2,"I am a public servant. I am a manager. I read a lot, I always have meetings, I rarely send emails. I sometimes sit at a desk to read and write. I always go on business trips. I rarely take breaks, I work long hours. I work very hard. My job is very stressful, but I like it, because I can help people and I have a very good salary.",33660
233666,A2,"I'm inviting you for my birthday party.. Date and time: Saturday 10th August, 6pm Place: Leticia's house good: pizza, french fries, pastel, cake and hot dog. drinks: cola, wine, juice, beer, refrigerant and water guests: fifteen or twenty peoples music: dance music and many cd's.. It will fun and nice!",43117
293018,A2,"title: Robinson Crusoe author: Daniel Defoe type of story: novel Setting: Desert island Main characters: Crusoe Plot: A young man set sails on sea voyage, against the wishes of his parents. His ship wrecked in a storm, he stranded on a desert island for 28 years. It's very interesting story. You should read it.",143405
247425,A2,"In my family have four peoples, my husband, I and my two sons, is a very beautiful family. My husband is fairly old, He has short, curly brown hair and a big nose. My sons are very, very handsome. My son Morio is fat and tall and my son Bruno is tall and thin. They has small, brown eyes, small mouths and big noses. My son Morio look like me but my son Bruno is look like your father.",56087
228664,A2,"hi, i would be very happy if sunday 24th september 22pm. you will come in my home in away Mazzini to celebrate for my birthday with all my other friends. there will be to drink and to eat. if you would like you will can to bring something to drink and a your friend. i wait your confirmation. hi",174210
309477,A2,"All employees must follow the dress code at all time when they are in the office. Men. Male can wear suits and ties only. Men can't wear jeans and T- shirts. Women. Female employees can wear women's suits or dresses.If you wear a dress, it must be either black and white, or navy blue. For earrings and jewellery. earrings must be stud only (no drop or hoops)and necklaces are allowed.%% No bracelets can be worn in the office. anyone , who does not follow the dress code, while lose their job.",18975
252404,A2,"My name is Gilson gledes. I was born in 1987 in So Paulo, when i was a baby in 1988 my parents moved to Maribor City, i grow up in mairipor, i studied in elementary school from 1994 to 1998, in 1999 i went to high school, i like this time a lot, i miss a lot. in 2004 i went to university to study computer science and work with this.",143584
287825,A2,"yesterday, them I arrived in my house I discovered that my home was rebored. I saw the broken window and the lock the door. The place was mess, then I didn't see my TV and my computer. Then I called the police. The police ask me some questions. I answer him that I saw a man running away very fast on the street with a gun in his hand. He was wearing blue jeans and white shirt. He was carrying a brown bag.",98130
254583,A2,"My name is Sergey Matuzkov. I was born in 1976 in Russia. When I was six months old, I and my parents moved to Crimea. In 1983 I went to primary school. Then I moved to Sevastopol and went to a university. I graduated in 1998, then moved back to Russia. There I found a job as a programmer. Five years ago I married. Now I and my wife live in Moscow.",37312
265531,A2,"Hi mom and brothers, Neile and I are going to go to a music festival, it's rock in rio. We're going to stay in camping, so we are taking a tent, a sleeping bag, a flashlight. We are going to listen to rock and pop. maybe it'll too hot, so we're taking a sunscreen. See you next week. Alton",45395
283166,A2,"Hi Mary. Water the plants in the morning every day. talk the dogs twice a day if it isn't raining, and play with them. need the dogs every day at night. need the birds in the morning and check the water on Tuesday and on Thursday. need the fish three times a week. Please take out the trash on Tuesday night. Clean the house and sweep the floor twice a week. Mayra",117631
236360,A2,"Hi Dillon, how are you? Your idea about surfing is very good. I think all of our friends want to go surfing. In my opinion, the scuba diving is not good idea, because we are need in a boat. After surfing we can play soccer or badminton on the beach. In the evening i invite all to the bar with good music. Best wishes. Oleg.",152221
298240,A2,"Dear friend, I am preparing all for you, however it necessary you have some gift, because when you receive any invited you need give the gift. You must't smoke here and litter the street, Canada don't appear Brazil so always use polite question.This's community doesn't accept people talk loud so you shouldn't yell, but don't worry I will help you. eye",123634
196240,A2,"My name is Lazzaro and I'm a lawyer. I work in an office. I often have meetings. I talk on phone, write emails and letters. I often sit my desk. I sometimes go on business trip. My job is sometimes boring and sometimes exciting because I help people. I work long hours and when I go home I feel really tired. I'd like to have more free time for me!",103959
305866,A2,"Hey Aunt. thanks for you sen me your email. ok this is your first time flight he. So E-ticket its your printed from home your computer to prove you bought a ticket. You import need bring you passport this to go to another country. you not can't bring whit you naive, any food, liquids or cigarettes ok. Aunt. So call me the you arrival in the airport ok pressure .",24826
198637,A2,"I am a manager. I like my job because it's exciting and interesting. sometimes I have bussings trip and I have a lot of meeting. I work long hours and seldom take a break. sometimes I feel tired because I always work hard. I often talk on the phone and sit at the desk. I never mop the floor in the office, but I can do it.",68222
288926,A2,"recently, l was robbed! After work I came home the apartment door was open, one of the rooms were raita window. I went to the window and saw both of my home runs with a bag of black munching! I immediately called in police. Police immediately caught he.",152595
256833,A2,"hi Julia, I am very upset because I work a lot with the tasks this week. I did ironing on Monday. I washed the dishes all days on Monday to Saturday. On thursday made dinner and paid the bills. I made the beds four times this week. And I swept the floor, mopped the floor, did laundry... I'm very tired.",112085
295467,A2,"Hi, Paul. Im really sorry that I missed your wedding. I'm very sick. I have a sore throat, runny nose and my body hurts. I went a doctor and he said I should stay at home, taking some medicine and drink plenty of water. I should be better in just a few days. Again, I'm really sorry. happiness to you and Kathy. Claudio",54590
256682,A2,"Dear Julia, I'm very angry because you didn't anything in our house. Last week I did various thinks and you only made the beds in two days. On Monday I did ironing. In the other days I washed the dishes, made the beds, made dinner, swept and mopped the floor and did the laundry. It isn't all right. I should like to agree how do it in next week. Erie",154339
259079,A2,"Hi grandson! I mail you some pictures from my last holiday in italy. On the right side is my friend Mike he's very tall and thin. He's wearing a blue shorts and a yellow shirt. In the middle stay's Mike's girlfriend. She's very friendly, she's wearing a nice red dress and black sandals, she had long blond hair and beautiful blue eyes.And on the left that's my. behind us is the big blue sea. See you",138647
311159,A2,"Tanka Ewen ## Bond Street London 00001 Great Britain shone ######## email xxx@email.com Mission Statement: I'm looking for a job that allows me to use my marketing experienced. Education and Qualifications: June 2006 University Berlin Germany Master in marketing professional Experience: June 2006 - present marketing Assistant - marketing Project languages and computing: German (Upper-int.), English (intermediate) MS Office Interests and activities: I enjoy learning languages References: I am happy to supply references upon request",56681
293928,A2,"title: The alchemist. author: Paulo Coello. type of story: novel. sitting: 1988 / Spain,Morocco and Egypt. Main Characters: Santiago, King Melchizedek and Fatah. Plot: The book's main theme is about finding one's destiny., The alchemist is ""more self-help than literature"". An old king tells Santiago, ""when you really want something to happen, the whole universe conspires so that your wish comes true"". This is the core of the novel's philosophy and a motif that plays all throughout Coello's writing in The alchemist.%%",85604
311287,A2,"resume Name: Henry Hong Job objective: supervisor birthday: 1975.4.30 well phone: ######## working hours: Full-time Job type: Permanent Experience: 10 years work experience in the transnational foreign enterprise. About 6 years work experience as supervisor, familiar with quality, environment occupation healthy safety control system establishment, movement and improvement. stronger team leader coordinated ability. training: Take part in many training such as cleaner production auditor training, internal auditor of ISO training Interests: Computers, photography, journey etc.",31857
303980,A2,"Hi, Aunt Jane! I'm going to help you! First you need to relax, don't worry! E-ticket is the paper that you need to print when you do your reservation for the plane. You need to take with you: a passport, a map, e-ticket. Then, when you arrive in the airport you need to give your e-ticket. I hope you do a wonderful trip!",153907
197211,A2,"i like my job, because is interesting and exciting sometimes it's a difficult, but is not boring, i always work much hours daily and when then happen i finish so tired, because sometimes the work is very heavy, and i must be correctly. in this job, i can read and write emails, sometimes talk on phone and go meetings, i help people and they help me too, finally i love my job, thanks.",126170
221600,A2,I walk the dog at 6 o'clock in the morning. And then I take a shower. I set the table at 12 o'clock. After the meal I wash the dishes. I do gardening in the afternoon and I watch TV at 8pm. I go to bed at midnight and I get up at 6 o'clock in the morning.,171334
259269,A2,"Hi granny, How are you? Look at my photos. My sister She's wearing a red pant and a top white. She looks like a model. My mate looks happy. He's wearing dark glasses and black shirt. He's also walking in the botanical Garden in Rio de Janeiro. My wife and I were visiting a park. She's wearing jeans and I am using a red shoe. see you soon.",8878
302515,A2,"Hi Spencer, First, I'm sending you the finale part of the love store from Isabella and John. They met on a ship when both were traveling. John has fear to talk with Isabella, because he is a poor man . Then, they fell in love. John discovered that Isabella is going to married with a bad man, named Tom, but she doesn't love him. Final, I think that John should married with Isabella, because they have a strong love. Se you soon. Moses.",115742
262985,A2,"Hi, I'm going to go to a music festival from Monday, July 1st to Saturday, July 6th . It'll not be expensive. A ticket will cost 10 for the week. I'm going to dance, to listen to jazz music and maybe I'm playing guitar with a group I met two years ago. This year, I'm going to care with my equipment and specially with my tent and my sleeping bag, there will be thieves, like you know ! I'm taking a sweater and a raincoat because I'm sure it'll rain during one or few days. regards.",69382
309859,A2,"elder velar objective I can working with marketing in industry and improve some skill that one business man must have like a talking customers, sales and administrate better money. Academic Background Master of Management Company in Yale (2008) Bachelor degree Economy in Coimbra (2000) Main Qualifications Solid knowledge of marketing and statical business softwares ; June 2011",96456
258325,A2,"I ironed and washed the dishes on Monday.I washed the dishes and made the bed on Tuesday.I washed the dishes on Wednesday.On Thursday i made dinner,washed the dishes,made the beds and payed the bills.I made the beds on Friday.On Saturday,i swept and mopped the floor,washed the dishes,made the beds and did the shopping.I did the laundry ,vacuumed on Sunday.%%",96252
260660,A2,"Hi granny, How are you ? Look at my photos, In the middle of the picture is my father. He is wearing a yellow shirt and a pair of blue long shorts. He looks like very happy. He is always smile. Near my father is my brother, he is wearing a black T-shirt and a pair of yellow trousers. He looks very tired but happy. In the left is my mother, she is wearing a red dress, she is very beautiful.",123407
235526,A2,"Hey you, I can't surfing because it's too dangerous for me. I like going scuba diving because it's very exciting and I hope you enjoy to have this activity with me and it will be fun enough for you because I'm beginner. I like also sailing but I don't know how much does it cost ? I think it's very exciting but very expensive to practise it.",69382
239876,A2,"Hi yucas, how are you? I hope It's fine. My birthday will be on soon and we can do some activities. I really can play the guitar because I'm learning with an experienced teacher. I don't like play chess because it's not exciting enough for me. I like play soccer because it's too easy. I like read a book because it's too relaxing. I will follow up your answer Best regards",147519
272733,A2,"Hi sum, I'm in Santa Monica and it is going to be very wet all afternoon. Unfortunately we can't do our planned sightseeing Tour. Tomorrow the weather will be very hot with 30 degrees Celsius and so we are going to go to a beautiful beach. See you soon Gabi",56943
237568,A2,"Hi Dillon, how are you? Thank's to invite me. I can't surf, I think it's too tiring, sorry. I think it's not a good idea. I love scuba diving. It's so exciting. Can we diving together? We can go sailing too, because it's fun and I like the sea. I don't like football or badminton, so forget it. I can play the bass guitar, we can make music together. It'll be a great party. eye",123722
234530,A2,"Hi Linda: I will organise a dance club party with my friends on Thursday in 6th May at 1pm. We make reservation communion place No.# Yellow Street. We will buying some chicken sandwiches and water and wine,and also we are making 5 pus DC''s about dance music. We are inviting 30 friends. I hope you will to coming. Your''s kidney",123321
206054,A2,"I work in a IC design house as an engineer.I like my job because the payment is okay.I always sent emails and talk on the phone.sometimes I take a break.I don't like to go to meetings,because I have to presentation in front of people and I'm not good at that.I love to help people so I make lots of friends at office.",37481
196302,A2,My name is Elise. I work in a research laboratory. I always write papers and I often read scientists articles. My job is often exciting because I sometimes do professional trips. I often work only but I sometimes have meetings with my boss. I often send emails. I rarely talk on the phone. I often make the coffee. I sometimes clean my desk but I never mop on the floor.,141427
196067,A2,"My work is rewarding, I always go the afternoon. I work in the Hospital. I am a physiotherapist and work with children. I enjoy working with children because its funny. My boss is sometimes boring, because, she ask for me to work in sunday. I too be teacher, I help and teach for students. I work everyday. My name is Horick.",94339
320270,A2,"Hi: I am sorry, I'll very busy on Tuesday nest week. I think, we are going to on Saturday, weekend. It's will good time, we are all free. And, it's going to sunny, we are can going to swimming in afternoon. Then, we are going to new restaurant have dinner, it's very quit , clean and foods are delicious, you will like it. At night, we are will take a little party, it's going to great fun! How about you think? juan",64613
300809,A2,"So, John was painted Elisabet. After than, they were dancing with other poor people. They was really happy. Unfortunately, the boat was ran into iceberg. Then, it started settle down. Tom caught John and chained him by handcuffs. Next, Elisabet saved him and they ran to the little boats. finally, John died. People saved Elisabet. In the end, old Elisabet threw the necklace to the water.",147920
194494,A2,"I work with tax supervisor in my city. I like my job because it''s very interesting where I need to use my mind very much. In my job it''s necessary that I talk in English too, maybe I have to learned English speed. I work at 8 o''clock until 18 o''clock, but I think that don''t work a lot. I never have bussings travel because always my boss goes.",155107
255914,A2,My name is Michael. I was born in 1982. I lived in a small town before I went to university. I went to Xiamen University to study computer science. I started to work after I graduated from the university in 2004. I married my wife in 2005. My son was born in 2008. We moved to a new house in 2012. I am happy now and I love my family.%%,73749
234058,A2,"Hi ! I'd like to invite you at my house for a party on 18 November a 10pm. The party will be in no # Yellow Street, we can eat chicken sandwiches drink a lot of wine and water. We will play dance music with a famous dj . I hope there're about 20 guests coming.",151853
222412,A2,I do the laundry two times a week. I do the gardening once a mouth I set the table on 8 PM I dont play anything I surf internet every day in the night I walk the dog in the morning and in the evening. I also walk the dog on saturday and sunday,149752
275350,A2,"In California, it's going to rain this afternoon. I have to stay indoors. It's going to sunny and hot tomorrow. The temperature will be 108 degree farenheit. I would got to to beach for camping.",148379
259716,A2,"Hy granny, How are you? Look at my photos: the first I am in the beach near hotel, in the afternoon. The second is my boyfriend, he is beautiful and handsome, he is sat in the park, next to the hotel. The last, are ours friends, they are chinese and live in the london, they married the last weekend. eye",118683
254935,A2,"My name is Cheryl. I was born in 1988 in Hunan. When I was sixteen years old before I live in Hunan but now I live in ZhongShan. I went to primary school when I was five years old. I went to high school I was sixteen years old. I went to University when I was 20. I studied English. I graduated in 2011. I graduated after I went to a fence company to worked. Best regards,Cheryl",84132
202904,A2,My name is Mike.I'm a doctor and I like my job but it's not easy. It's very interesting because I always talk to people and help people.sometimes I have meeting and go to business trip.I always work long hours .sometimes I take breaks in my office.,143959
257891,A2,"Hi Julia, You are so lazy. So, I did the ironing on Monday. I washed the dishes all days exception on Friday and Sunday. I made the beds every day exception on Monday, Wednesday and Sunday. I made dinner and paid the bill on Thursday. On Saturday, I swept and mopped the floor. For end, I did the laundry on Sunday. I did almost everything. cheers, Fabio.",144207
295941,A2,"Hi maria, with much regret, I 'm very sorry to give you a bad news:( I had an accident with my motorcycle I lost the control so I had big scare in my head!!!! and my two legs a broke and left arm also. actual I'm in a private clinic,I can't move,I should stay in bed for rest and follow the treatment,I shouldn't go outside. I wish you full of happiness and prosperity,I so wanted to attend the wedding!!! I can't but my heart it will be. Marc.",152158
245044,A2,"My family has three people, I, and my dog, my father has white hair, my mother has brown hair (painted of course) my sister has brown hair and I have brown hair, more information about my family, my father is tall and thin, my mother is short and thin, my sister is short and thin and I'm medium and fit.",3778
239404,A2,"Hey Dillon, thanks for the email. I don't like going surfing and going scuba diving because it's too dangerous. I like sailing because it's relaxing and fun. I don't like playing football because it too tiring. I like playing badminton because it's fun. Well, I like playing the guitar because it's interesting. I don't like play drums because it's too difficult . thanks again, I'm looking forward to meet you all. Let's have fun! Lily",123246
196453,A2,"I work in the NewTaipei city,I'm a software quality engineer.I go to work by motocycle. I go to work always traffic block every morning.In the office,I always send emails and meetings,I don't like my jobs because I usually work long hours and I take short break.",133309
200615,A2,"I work in my home. I am an engineer and my work is to coordinate our workers in all over the world. Our company has work in many countries such Brazil, Argentina, Spain and others. My job is very exciting because all the time I am speaking with different peoples with different kind of problems. I work very hard every day.",169147
319170,A2,"Hi , I'm fine. sorry about that time, because I'm working at 8 am. to 5 pm. How about we reschedule dating , I'm free at Thursday evening. I know a nice chinese restaurant near my office , and I can go there very soon after my work. Would we have a dating at Thursday evening about six pm? It's very nice to hear me come back, see yu soon.",83292
218603,A2,"elvishly i get up at 7 o'clock every day in the monday i play football and on sunday i go to the shopping in the afternoon i walk , and during the week i get up 4 o'clock and go to the may job ,i it out at the my job at 5 o'clock and i go dinner at 7o'clock every day.",125455
247507,A2,"We're 4 people: my father, my mom, my brother and me. My dad is small and my mom too. my brother is very tall and i'm very short. We're very happy, sometimes we can fight but we love.",137284
247745,A2,"Juan, This is my husband. He is always smiling in the picture! He like black jackets and red hats. He has brown eyes. My husband is wearing jeans and blue shirt. I'm wearing an orange scarf. My husband is tall, and has short, black hair. I am tall and I have black hair.",85204
287623,A2,"I water the pants at 8am every day, the water can is the kitchen. I feed the birds at 8:30am. On Tuesday and Thursday I check water of the birds . If it doesn't rain , I take the dogs for a walk twice oe day. I feed the fish in the afternoon on Monday , Wednesday and Friday . I take the dogs for a walk at 5pm.",90883
272458,A2,"Hi, my dears! I am in Santa Monica, in California. I live in hotel near the beautiful beach. So, today the weather is going to be rainy. But it is not problem, because I am going to go to local museum and in the evening I will go to the restaurant. But tomorrow the weather is going to be very hot and sunny and I am going to go to the beach. And in the evening I will to go to the bar. days, it is very exciting and great fun. See you soon. Maya",55718
266941,A2,"Hi Jane, Next weekend I'm going to a pop music festival in Toronto, Canada. I'll need to buy tickets, I can't wait. I'm going to festival by plane on Thursday night. I'm going to stay in comfortable small hotel. I'm going to wear dress, t-shirt and shorts because will be hot, maybe it'll rain so I'm going to wear my raincoat and jeans. Do you want to go with me in the festival Jane? See you at night. Maria",148853
234444,A2,"I would like to invite for my birthday party on next week. Date damp; time: June, 20th at 8pm Place: Pus''s bar good: pizza drinks: wine, juice and cola Guest: 30 music: rock music see you there, Andrena",138749
308567,A2,"Dear Herman, Thank you for you trust me and let me prepare for the res Code. This is my suggestions: Women: Women can't wear light jeans, baggy jeans, polyester blouse and baseball cap. You can't wear stud earrings. Drop earrings and necklaces are ok. You can wear dresses, skirts, but don't too short and rebellious. Men: Men can wear suits and ties, but the colors don't too turgidity. You can't wear baseball cap, slippers and baggy jeans. The style of clothes are different, you think it's formal and comfortable, you can wear it. thanks for your understanding. Daniel",85072
213759,A2,"Sean plays basketball every afternoon. At 6 pm, in the evening, he plays computer games. He usually watches movies on Saturdays at 5pm. Granny does the laundry on tuesdays afternoon and does gardening in the morning. she sets the table at 6pm, every day. I feed the dog at 8am, every day, and I walk the dog in the afternoon. I feed the dog again at 5 pm every day.",123395
